,Compound,Date,Negative,Neutral,Positive,Source Account,Tweet Text,Tweets Ago
65,0.0,Thu Jun 14 12:21:27 +0000 2018,1.0,0.0,0.0,@CBSNews,The home of some of the world's largest and oldest sequoia trees will re-open to the public tomorrow for the first… https://t.co/ne9ZVTqDp0,66
66,0.296,Thu Jun 14 12:19:44 +0000 2018,0.879,0.0,0.121,@CBSNews,"Teens are hooked on Juul, but a top executive insists that was never the company's intention https://t.co/vdOHd5zHhT https://t.co/fg5FzIhpDT",67
67,0.34,Thu Jun 14 12:15:48 +0000 2018,0.876,0.0,0.124,@CBSNews,Apple says it is closing a security gap in iPhones that allows access to personal information without a password… https://t.co/tb4v9mqNsn,68
68,0.34,Thu Jun 14 12:06:49 +0000 2018,0.888,0.0,0.112,@CBSNews,"Rep. Steve Scalise will play baseball against the Democrats tonight, exactly one year after he was shot during a pr… https://t.co/XoeOsJZYP8",69
69,0.7178,Thu Jun 14 11:49:30 +0000 2018,0.76,0.0,0.24,@CBSNews,"""We have made very clear that the sanctions and the economic relief that North Korea will receive will only happen… https://t.co/hGYjqe9Y3Z",70
70,-0.9022,Thu Jun 14 11:46:31 +0000 2018,0.643,0.357,0.0,@CBSNews,The fate of a Missouri man on death row for murder is in doubt after Gov. Eric Greitens stepped down last month ami… https://t.co/2BCFuso8zq,71
71,0.0,Thu Jun 14 11:44:27 +0000 2018,1.0,0.0,0.0,@CBSNews,A new report shows flavorings used in many brands of e-cigarettes may be more harmful than first thought. E-cigaret… https://t.co/AoCYyAQV20,72
72,0.0,Thu Jun 14 11:37:57 +0000 2018,1.0,0.0,0.0,@CBSNews,WATCH: Secretary of State Mike Pompeo speaks to reporters in Beijing as he meets with China's foreign minister days… https://t.co/hsePhRdPRX,73
73,-0.8625,Thu Jun 14 11:34:46 +0000 2018,0.709,0.291,0.0,@CBSNews,The fate of a Missouri man on death row for murder is in limbo after Gov. Eric Greitens stepped down last month. Gr… https://t.co/JOgO1slilH,74
74,0.0,Thu Jun 14 11:34:02 +0000 2018,1.0,0.0,0.0,@CBSNews,"Here are this morning’s three things you need to know:
1⃣World Cup kicks off
2⃣NJ sports betting
3⃣Happy birthday,… https://t.co/C1HgzfAsBC",75
75,0.1531,Thu Jun 14 11:20:38 +0000 2018,0.918,0.0,0.082,@CBSNews,Comcast is challenging Disney for control of some of Hollywood’s biggest studios. Comcast offered $65 billion in ca… https://t.co/TpoAfZMZZj,76
76,0.0,Thu Jun 14 11:20:30 +0000 2018,1.0,0.0,0.0,@CBSNews,Are President Trump and Mike Pompeo on same page about North Korea sanctions? https://t.co/4vyRpno9zT https://t.co/3oQy1DX10q,77
77,0.4588,Thu Jun 14 11:19:59 +0000 2018,0.864,0.0,0.136,@CBSNews,"The Federal Reserve says a ""resilient economy"" is one reason why it's raising a key interest rate for the second ti… https://t.co/gNq6oD8n6s",78
78,-0.5994,Thu Jun 14 11:16:57 +0000 2018,0.795,0.205,0.0,@CBSNews,"Ryan Burke, a former Penn State fraternity brother, is the first to plead guilty to charges related to the hazing d… https://t.co/9zZv86XREt",79
79,-0.5574,Thu Jun 14 11:16:07 +0000 2018,0.833,0.167,0.0,@CBSNews,Sources tell CBS News a government watchdog report coming out today will describe fired FBI director James Comey as… https://t.co/jLdlNJsM2M,80
80,0.1027,Thu Jun 14 11:14:26 +0000 2018,0.746,0.118,0.136,@CBSNews,White House Press Secretary Sarah Huckabee Sanders is disputing a CBS report that she has told friends she’s planni… https://t.co/TJb58Z3Zgo,81
81,-0.0258,Thu Jun 14 11:10:25 +0000 2018,0.744,0.13,0.126,@CBSNews,"Rudy Giuliani denies that Pres. Trump's former fixer, Michael Cohen, may cooperate with special counsel Robert Muel… https://t.co/MjxUDPxMyf",82
82,0.5423,Thu Jun 14 11:08:57 +0000 2018,0.829,0.0,0.171,@CBSNews,President Trump is defending Kim Jong Un's human rights record and praising Kim’s negotiating skills. The grueling… https://t.co/xIGp1XQFBg,83
83,0.0,Thu Jun 14 11:07:41 +0000 2018,1.0,0.0,0.0,@CBSNews,Gusty winds and extreme drought are fueling wildfires in the west. Flames are burning across seven states this morn… https://t.co/BpoYN0ELSo,84
84,-0.7003,Thu Jun 14 11:07:10 +0000 2018,0.721,0.279,0.0,@CBSNews,Forecasters confirm a tornado caused severe damage in Pennsylvania Wednesday night. The storm ripped through the Sc… https://t.co/LnDHdWJg7o,85
85,0.128,Thu Jun 14 10:59:59 +0000 2018,0.754,0.111,0.136,@CBSNews,Australia's prime minister is joining critics of elite Australian Special Forces troops who were photographed more… https://t.co/spImc9nXp9,86
86,-0.2263,Thu Jun 14 10:46:02 +0000 2018,0.899,0.101,0.0,@CBSNews,"RT @CBSThisMorning: CBS THIS MORNING: 
🔜@DonDahlerCBS  is in Pennsylvania with the latest on a suspected tornado
🔜@jillonmoney discusses fe…",87
87,0.4588,Thu Jun 14 10:45:50 +0000 2018,0.773,0.062,0.165,@CBSNews,Ahead on @CBSThisMorning: Country music star @DierksBentley shows @JanCBS what inspired him to leave Nashville for… https://t.co/po8WpWGRCL,88
88,0.34,Thu Jun 14 10:41:59 +0000 2018,0.876,0.0,0.124,@CBSNews,"Congressman @SteveScalise will play in the congressional baseball game tonight, exactly one year after he was shot… https://t.co/WcCQzCT5m2",89
89,0.0,Thu Jun 14 10:39:12 +0000 2018,1.0,0.0,0.0,@CBSNews,"James Comey described as ""insubordinate"" in DOJ inspector general's report, @PaulaReidCBS reports:… https://t.co/L1zzbZYLDE",90
90,0.0,Thu Jun 14 10:20:36 +0000 2018,1.0,0.0,0.0,@CBSNews,"World Cup 2026: 17 U.S cities are in the running to host the games, but not every metro will make it. These are the… https://t.co/xp6M4B46wm",91
91,-0.4767,Thu Jun 14 10:03:06 +0000 2018,0.744,0.256,0.0,@CBSNews,"""Dead"" husband returns after police send wrong body https://t.co/ArQRM9pJoQ https://t.co/BsFSi74nVR",92
92,0.3612,Thu Jun 14 09:48:03 +0000 2018,0.815,0.0,0.185,@CBSNews,LinkedIn CEO Jeff Weiner on the importance of interpersonal skills https://t.co/5FHzafcKVo https://t.co/rqaHIbUsoa,93
93,0.0,Thu Jun 14 09:33:03 +0000 2018,1.0,0.0,0.0,@CBSNews,Couple takes wedding photos amid wildfire blazing in Colorado https://t.co/kPaQQDZ8ee https://t.co/SkJkbUwe8n,94
94,0.0,Thu Jun 14 09:18:03 +0000 2018,1.0,0.0,0.0,@CBSNews,"U.S.-North Korea summit: Trump, Pompeo defend language in joint statement https://t.co/2sTHIGeeku https://t.co/zY7jtDH0WQ",95
95,-0.1531,Thu Jun 14 09:03:03 +0000 2018,0.563,0.239,0.197,@CBSNews,"Colorado wildfires spreading quickly, threatening popular ski town https://t.co/2rdi1MbLw3 https://t.co/SLuPKqujKy",96
96,-0.7783,Thu Jun 14 08:48:03 +0000 2018,0.673,0.327,0.0,@CBSNews,"""He's fighting every second"": Orlando officer in coma after standoff that left kids dead https://t.co/OEqXbclToz https://t.co/ObyVmru2hA",97
97,0.4404,Thu Jun 14 08:33:03 +0000 2018,0.775,0.0,0.225,@CBSNews,Chess player pulls out of championship over Iran's rules https://t.co/Swpm4LVVPW https://t.co/HH8YK9EB6P,98
98,0.0,Thu Jun 14 08:18:03 +0000 2018,1.0,0.0,0.0,@CBSNews,Video shows explosions as Pacific Ocean waves hit molten lava on Hawaii coast https://t.co/hP0pEGO6fN https://t.co/LP9UByObfe,99
99,-0.34,Thu Jun 14 08:03:03 +0000 2018,0.844,0.156,0.0,@CBSNews,Man indicted in elderly woman's smothering; hundreds of unattended senior deaths examined https://t.co/A4W8dOlIHN https://t.co/RoISBesyko,100
0,-0.2263,Thu Jun 14 23:48:13 +0000 2018,0.894,0.106,0.0,@FoxNews,".@CLewandowski_ on NY AG's lawsuit against Trump Foundation: ""This is politics at its very worst."" #TheStory… https://t.co/9LyHnX3Vex",1
1,0.2023,Thu Jun 14 23:47:20 +0000 2018,0.893,0.0,0.107,@FoxNews,"Moments ago, Republicans and Democrats playing in the #CongressionalBaseballGame stood as the national anthem playe… https://t.co/90XKdX8SAe",2
2,0.0,Thu Jun 14 23:37:34 +0000 2018,1.0,0.0,0.0,@FoxNews,.@SteveScalise 'back in the game' at Congressional Baseball event one year after being shot https://t.co/KCaQUXkdtN,3
3,0.0,Thu Jun 14 23:35:58 +0000 2018,1.0,0.0,0.0,@FoxNews,".@marcthiessen on IG report: ""We now have confirmation that @HillaryClinton's recklessness in handling classified i… https://t.co/9m0Ve1CKdf",4
4,0.0,Thu Jun 14 23:29:49 +0000 2018,1.0,0.0,0.0,@FoxNews,"Danny Coulson on Clinton email probe: ""[The investigation] was conducted by people at a much too high level. They s… https://t.co/Ff8y3GXQHa",5
5,0.0,Thu Jun 14 23:27:10 +0000 2018,1.0,0.0,0.0,@FoxNews,".@RepSwalwell on IG report: ""[@realDonaldTrump] just weeks before the election wanted to throw a parade for James… https://t.co/etMPUb3tyX",6
6,-0.5859,Thu Jun 14 23:25:00 +0000 2018,0.766,0.234,0.0,@FoxNews,".@RepSwalwell on IG report: ""This report found that there were no crimes by Clinton, no bias at the FBI and somethi… https://t.co/iS1ElAOZWa",7
7,0.0,Thu Jun 14 23:06:41 +0000 2018,1.0,0.0,0.0,@FoxNews,House Majority Whip @SteveScalise takes the field at the #CongressionalBaseballGame one year after he was shot whil… https://t.co/cit5xHbt66,8
8,0.7125,Thu Jun 14 23:01:52 +0000 2018,0.702,0.0,0.298,@FoxNews,PLAY BALL: Republicans and Democrats face off in the #CongressionalBaseballGame for charity.  (Courtesy: MLB Networ… https://t.co/MGQtnLq6dv,9
9,0.4902,Thu Jun 14 22:59:08 +0000 2018,0.842,0.0,0.158,@FoxNews,".@ChuckLane1: ""If Jim @Comey had followed policy and practice, he be would so much better off today.""… https://t.co/7YSkvEnSHE",10
10,0.0,Thu Jun 14 22:56:44 +0000 2018,1.0,0.0,0.0,@FoxNews,.@HillaryClinton gives a 3-word reaction to the DOJ IG findings. https://t.co/sPQoJRrWQp,11
11,-0.1027,Thu Jun 14 22:49:01 +0000 2018,0.935,0.065,0.0,@FoxNews,".@CharlesHurt on the DOJ IG report: ""The whole report also shows rampant political bias all up and down the system.… https://t.co/90LJ0KV0zt",12
12,-0.0772,Thu Jun 14 22:47:00 +0000 2018,0.657,0.182,0.161,@FoxNews,"FBI Director Wray admits mistakes made, stands by his investigators. https://t.co/zGyaD81qZQ",13
13,0.5574,Thu Jun 14 22:41:00 +0000 2018,0.816,0.0,0.184,@FoxNews,North Korea's state media depict Kim as hero and star of the Singapore summit with @POTUS. https://t.co/VqCJLjY7Nu,14
14,-0.6249,Thu Jun 14 22:36:00 +0000 2018,0.638,0.362,0.0,@FoxNews,Arkansas highway drenched in Fireball whiskey after fiery semi-truck crash. https://t.co/TNs1mVGEAp,15
15,-0.6126,Thu Jun 14 22:29:27 +0000 2018,0.792,0.208,0.0,@FoxNews,"Rep. @TGowdySC: ""All of us have lost when we have a department and a bureau that we can not have confidence in.""… https://t.co/p3WpsZ5zZb",16
16,-0.3818,Thu Jun 14 22:28:05 +0000 2018,0.809,0.191,0.0,@FoxNews,Troops to teachers brings service from the battlefield to the classroom. https://t.co/8G6hSPb9VN,17
17,0.0,Thu Jun 14 22:22:18 +0000 2018,1.0,0.0,0.0,@FoxNews,"Seven highlights from bombshell IG report.
https://t.co/PasbyXR84v",18
18,-0.0191,Thu Jun 14 22:21:10 +0000 2018,0.946,0.054,0.0,@FoxNews,"Rep. @TGowdySC: ""It doesn't matter what Mueller comes up with, some people are going to believe because [FBI Specia… https://t.co/50dowrwRpR",19
19,0.0,Thu Jun 14 22:15:35 +0000 2018,1.0,0.0,0.0,@FoxNews,House Majority Whip @SteveScalise has left the Capitol for tonight's Congressional Baseball Game. Scalise was wound… https://t.co/ER66jhnfAm,20
20,0.4019,Thu Jun 14 22:11:16 +0000 2018,0.856,0.0,0.144,@FoxNews,".@RepGoodlatte: ""This report shows that there was special treatment given to @HillaryClinton in the investigation o… https://t.co/xNJhmBRRsD",21
21,0.0,Thu Jun 14 22:09:19 +0000 2018,1.0,0.0,0.0,@FoxNews,"Rep. @TGowdySC on the DOJ IG report: ""Just what a dark day it is for the FBI and the DOJ."" #SpecialReport… https://t.co/YDu3RsimPE",22
22,0.0,Thu Jun 14 22:00:00 +0000 2018,1.0,0.0,0.0,@FoxNews,TUNE IN: Reps. Trey Gowdy and Bob Goodlatte speak to @BretBaier. Watch @SpecialReport now on Fox News Channel!… https://t.co/E1GgQSR7Ty,23
23,-0.2023,Thu Jun 14 21:56:18 +0000 2018,0.913,0.087,0.0,@FoxNews,"FBI Director Christopher Wray on IG report: ""There's some sobering lessons in there and we're gonna learn those les… https://t.co/NOPhw9JiHC",24
24,-0.2023,Thu Jun 14 21:53:27 +0000 2018,0.739,0.148,0.113,@FoxNews,"FBI Director Christopher Wray on leaking: ""We're going to make painfully clear to everybody that we won't tolerate… https://t.co/z93I2VzNz0",25
25,0.3182,Thu Jun 14 21:49:11 +0000 2018,0.887,0.0,0.113,@FoxNews,"FBI Director Christopher Wray on IG report: ""We're gonna make sure that every FBI employee understands the lessons… https://t.co/XvUtOEew9G",26
26,-0.8225,Thu Jun 14 21:48:00 +0000 2018,0.703,0.297,0.0,@FoxNews,"FBI Director Christopher Wray on the FBI: ""Just in the past several months, we've disrupted terrorist attacks in pl… https://t.co/uth2aaj436",27
27,-0.7845,Thu Jun 14 21:42:22 +0000 2018,0.669,0.331,0.0,@FoxNews,"FBI Director Christopher Wray: ""The report does identify errors of judgment, violations of or even disregard for po… https://t.co/5cuXO23LXg",28
28,0.0,Thu Jun 14 21:42:00 +0000 2018,1.0,0.0,0.0,@FoxNews,"FBI Director Christopher Wray: ""We need to hold ourselves accountable for the choices we make and the work we do."" https://t.co/YnOXxQhpQT",29
29,-0.1027,Thu Jun 14 21:40:07 +0000 2018,0.924,0.076,0.0,@FoxNews,"FBI Director Christopher Wray: ""This report did not find any evidence of political bias or improper considerations… https://t.co/lFoqTR9TXD",30
30,0.3818,Thu Jun 14 21:38:04 +0000 2018,0.867,0.0,0.133,@FoxNews,"FBI Director Christopher Wray: ""The FBI's mission is to protect the American people and uphold the Constitution.""… https://t.co/d4IWjBSW7s",31
31,0.1548,Thu Jun 14 21:36:46 +0000 2018,0.805,0.084,0.11,@FoxNews,"FBI Director Christopher Wray on IG report: ""I take this report very seriously and we accept its findings and recom… https://t.co/U1fsKWVNXa",32
32,0.5719,Thu Jun 14 21:33:59 +0000 2018,0.734,0.0,0.266,@FoxNews,"FBI Director Christopher Wray: ""I appreciate the IG's work on this important review."" https://t.co/NxlYbIlejC https://t.co/RSIF4nGEoe",33
33,0.0,Thu Jun 14 21:33:21 +0000 2018,1.0,0.0,0.0,@FoxNews,TONIGHT: Reps. Trey Gowdy and Bob Goodlatte speak to @BretBaier. Tune in to @SpecialReport on Fox News Channel at 6… https://t.co/X4yFPxqEz0,34
34,0.5267,Thu Jun 14 21:32:26 +0000 2018,0.815,0.0,0.185,@FoxNews,FBI Director Christopher Wray holds a news conference on the Department of Justice Inspector General report.… https://t.co/3TLL48i6HI,35
35,0.1779,Thu Jun 14 21:32:14 +0000 2018,0.884,0.0,0.116,@FoxNews,.@AlanDersh on IG report: DOJ watchdog should have been much tougher on Comey https://t.co/Vld8KwEjmx,36
36,0.0258,Thu Jun 14 21:28:57 +0000 2018,0.726,0.134,0.14,@FoxNews,"CA Attorney: California Is 'Like a Drunk, It Has to Hit Rock-Bottom' Before Things Change https://t.co/iDacbAmum4",37
37,0.0,Thu Jun 14 21:23:46 +0000 2018,1.0,0.0,0.0,@FoxNews,".@kimguilfoyle on IG report: ""This is really egregious. You're talking about the FBI that is held to the highest re… https://t.co/ryGTkf1rag",38
38,0.0,Thu Jun 14 21:17:34 +0000 2018,1.0,0.0,0.0,@FoxNews,".@kimguilfoyle on IG report: ""There you go, @HillaryClinton, the rules of law do not apply to her or to Mr. @Comey.… https://t.co/eggwIpeoay",39
39,-0.5267,Thu Jun 14 21:15:08 +0000 2018,0.841,0.159,0.0,@FoxNews,".@BretBaier on @JusticeOIG report: ""The big loser: James @Comey. This IG really goes after the former @FBI director… https://t.co/kifryKTm3T",40
40,0.34,Thu Jun 14 21:11:22 +0000 2018,0.87,0.0,0.13,@FoxNews,"IG report: DOJ official sought Clinton campaign job for son, then shared case info with Podesta https://t.co/Uv5VGCI7hz",41
41,0.34,Thu Jun 14 21:07:21 +0000 2018,0.876,0.0,0.124,@FoxNews,".@nikkihaley and other ambassadors on the @UN Security Council posed for a photo op Thursday, each wearing a jersey… https://t.co/SSGWVaMO6s",42
42,0.516,Thu Jun 14 21:05:18 +0000 2018,0.693,0.086,0.221,@FoxNews,"BEAR'S BEST FRIEND: Most folks might run away in fear after coming face-to-face with a bear, but not 5-year-old Ian… https://t.co/YbYbqqCP5T",43
43,0.0,Thu Jun 14 20:59:13 +0000 2018,1.0,0.0,0.0,@FoxNews,".@RepValDemings: ""What we do know is that there is nothing in the IG report that demonstrates that any action taken… https://t.co/JL9Pja7wy2",44
44,0.0,Thu Jun 14 20:48:26 +0000 2018,0.688,0.156,0.156,@FoxNews,".@SenFeinstein: ""What the @JusticeOIG did conclude was that James @Comey violated Department of Justice policies on… https://t.co/7yyDHhv1RF",45
45,0.0,Thu Jun 14 20:43:51 +0000 2018,1.0,0.0,0.0,@FoxNews,"Earlier, @VP Mike Pence tweeted that he is looking forward to seeing @SteveScalise return to the field for the annu… https://t.co/83b39PDrFr",46
46,0.0,Thu Jun 14 20:34:52 +0000 2018,1.0,0.0,0.0,@FoxNews,'Don't You Have Any Empathy?!': Playboy Reporter Goes After Sanders on Migrant Kids Being Separated From Parents. https://t.co/K7giEvC3OR,47
47,0.0,Thu Jun 14 20:30:57 +0000 2018,1.0,0.0,0.0,@FoxNews,"IG refers five FBI employees for investigation, as more anti-Trump messages revealed - via @brookefoxnews 
https://t.co/wEEIC0IE6g",48
48,0.0,Thu Jun 14 20:29:25 +0000 2018,1.0,0.0,0.0,@FoxNews,"Democrats @SenSchumer , @SenFeinstein and Rep. @NancyPelosi make remarks after the @JusticeOIG released his report… https://t.co/5QClEWYSuO",49
49,0.0,Thu Jun 14 20:24:07 +0000 2018,1.0,0.0,0.0,@FoxNews,"Former DOJ official Tom Dupree on the Russia investigation: ""I think if you're Bob Mueller, you have to view Jim… https://t.co/uKm5hAWQtY",50
50,-0.1761,Thu Jun 14 20:17:06 +0000 2018,0.918,0.082,0.0,@FoxNews,".@RepMarkMeadows: ""It is just extremely concerning that we would have this kind of bias in the premier law enforcem… https://t.co/BKjExQbBNI",51
51,-0.7645,Thu Jun 14 20:14:21 +0000 2018,0.572,0.332,0.096,@FoxNews,"'Angered and deeply disappointed'

Lawmakers from both parties slam the FBI and @Comey after the release of the DOJ… https://t.co/wbIZrLmkB9",52
52,0.0,Thu Jun 14 20:10:07 +0000 2018,1.0,0.0,0.0,@FoxNews,".@RepMarkMeadows on the DOJ IG report: ""This is the tip of the iceberg."" #Cavuto https://t.co/jzIMFufscP https://t.co/kMLbFsmSuG",53
53,0.0,Thu Jun 14 20:06:42 +0000 2018,1.0,0.0,0.0,@FoxNews,".@Comey used personal email to conduct FBI business, watchdog report finds https://t.co/U7JdsNTr5Q",54
54,-0.4019,Thu Jun 14 19:52:33 +0000 2018,0.891,0.109,0.0,@FoxNews,"John Bussey on IG report: ""The details do kind of underscore the problems in the FBI and with the judgement calls t… https://t.co/PrFZzHaz5A",55
55,0.802,Thu Jun 14 19:47:37 +0000 2018,0.745,0.0,0.255,@FoxNews,".@PressSec on report that she's leaving: ""I can tell you that I show up here every day. I love my job. I'm glad to… https://t.co/bBPv90KwlU",56
56,0.0,Thu Jun 14 19:43:09 +0000 2018,1.0,0.0,0.0,@FoxNews,Watchdog report revelation: DOJ inspector general refers five FBI employees for investigation over 'hostile' politi… https://t.co/3u0bu80hxr,57
57,0.128,Thu Jun 14 19:41:24 +0000 2018,0.919,0.0,0.081,@FoxNews,".@PressSec on immigration bills: ""[@POTUS has] already laid out a proposal that closes the legal loopholes and prov… https://t.co/U0bgbcitNz",58
58,-0.4767,Thu Jun 14 19:36:58 +0000 2018,0.769,0.163,0.068,@FoxNews,".@PressSec on immigration: ""The separation of illegal alien families is the product of the same legal loopholes tha… https://t.co/BcvG7PQH2O",59
59,0.5423,Thu Jun 14 19:30:23 +0000 2018,0.844,0.0,0.156,@FoxNews,".@PressSec on Kim Jong Un, @POTUS meeting: ""The focus of the summit was denuclearization and peace on the peninsula… https://t.co/I0vBEWiaIN",60
60,-0.4939,Thu Jun 14 19:28:55 +0000 2018,0.833,0.167,0.0,@FoxNews,".@PressSec on NY AG suing Trump Foundation: ""The current acting NY AG has stated that battling the WH is the most i… https://t.co/drCocBtpFu",61
61,-0.3612,Thu Jun 14 19:25:28 +0000 2018,0.872,0.128,0.0,@FoxNews,".@PressSec: ""[@POTUS] was briefed on the IG report earlier today and it reaffirmed the president's suspicions about… https://t.co/PTfhycRyXb",62
62,-0.0772,Thu Jun 14 19:21:32 +0000 2018,0.779,0.117,0.104,@FoxNews,".@PressSec on Congressional baseball game: ""We are excited to see those who were injured return to the field includ… https://t.co/29ohVFhq6H",63
63,0.4404,Thu Jun 14 19:19:16 +0000 2018,0.868,0.0,0.132,@FoxNews,".@PressSec on @larry_kudlow: ""[@POTUS] has spoken with Larry and he's in good spirits. We look forward to having hi… https://t.co/UWiKnTQSwW",64
64,0.0,Thu Jun 14 19:16:34 +0000 2018,1.0,0.0,0.0,@FoxNews,.@PressSec Sarah Sanders holds a @WhiteHouse briefing https://t.co/rqawaFbgjM,65
65,0.3182,Thu Jun 14 19:11:06 +0000 2018,0.867,0.0,0.133,@FoxNews,".@SteveScalise on Shooting One Year Later: 'My Arms Gave Out, So I Just Started to Pray' https://t.co/yjIvIr9gs1",66
66,0.0,Thu Jun 14 19:05:19 +0000 2018,1.0,0.0,0.0,@FoxNews,".@RepRatcliffe on @JusticeOIG report: ""The manner in which they went about this almost impossible task, I do have c… https://t.co/ngJ7Y2CzzF",67
67,0.0,Thu Jun 14 19:04:50 +0000 2018,1.0,0.0,0.0,@FoxNews,"Moments after the IG report about the Clinton email probe was released, James @Comey tweeted about the report's fin… https://t.co/Kdp1q2rmbi",68
68,0.0,Thu Jun 14 18:59:37 +0000 2018,1.0,0.0,0.0,@FoxNews,".@RepRatcliffe: ""The @JusticeOIG's report really provides a legitimate basis to question the legitimacy of any conc… https://t.co/5Bc78XbCwX",69
69,-0.4767,Thu Jun 14 18:49:57 +0000 2018,0.871,0.129,0.0,@FoxNews,".@RepRatcliffe: ""I think it's sad for the former director. You know, all the king's horses and all the king's men c… https://t.co/nHnNrzrhRv",70
70,0.3612,Thu Jun 14 18:45:41 +0000 2018,0.839,0.0,0.161,@FoxNews,Catherine Herridge reports on importance of Weiner-Abedin emails in new IG report  @dailybriefing… https://t.co/bmL0YwFBUM,71
71,0.0,Thu Jun 14 18:43:36 +0000 2018,1.0,0.0,0.0,@FoxNews,"Former FBI Director James @Comey responded to the @JusticeOIG report that blasted him as ""insubordinate"" for his ha… https://t.co/M2Lknio0Y0",72
72,-0.4939,Thu Jun 14 18:33:10 +0000 2018,0.729,0.271,0.0,@FoxNews,"Driscoll: ""The IG can conclude that there's no documentary evidence that political bias affected decision-making, b… https://t.co/1LxGuQjgoD",73
73,0.5267,Thu Jun 14 18:20:29 +0000 2018,0.833,0.0,0.167,@FoxNews,BREAKING NEWS: Justice Dept. inspector general releases report on FBI's handling of Hillary Clinton email case; Com… https://t.co/ABRglzJPzs,74
74,0.5267,Thu Jun 14 18:20:25 +0000 2018,0.833,0.0,0.167,@FoxNews,BREAKING NEWS: Justice Dept. inspector general releases report on FBI's handling of Hillary Clinton email case; Com… https://t.co/NihQXjV0D0,75
75,0.5267,Thu Jun 14 18:10:19 +0000 2018,0.833,0.0,0.167,@FoxNews,Breaking News: Justice Dept. IG report released on FBI's handling of Clinton email case; Comey found 'insubordinate' https://t.co/apipmUg5GK,76
76,0.0,Thu Jun 14 17:58:49 +0000 2018,1.0,0.0,0.0,@FoxNews,Oklahoma fishermen catch 'behemoth' alligator snapping turtle https://t.co/54dtL7NV7I,77
77,0.5719,Thu Jun 14 17:49:46 +0000 2018,0.684,0.0,0.316,@FoxNews,"Moments ago, President @realDonaldTrump wished everyone a Happy #FlagDay. https://t.co/O3sf2yLC8G",78
78,0.0,Thu Jun 14 17:47:22 +0000 2018,1.0,0.0,0.0,@FoxNews,Rudy Giuliani on expected DOJ IG report. https://t.co/sXnUsBr8aU,79
79,0.0,Thu Jun 14 17:37:25 +0000 2018,1.0,0.0,0.0,@FoxNews,".@GOPLeader: ""We just hit the one-millionth new job with the tax bill going through."" #OutnumberedOT https://t.co/GsCFWEgMiE",80
80,0.0772,Thu Jun 14 17:26:50 +0000 2018,0.843,0.0,0.157,@FoxNews,".@SenJohnKennedy: ""I just want the facts."" #OutnumberedOT https://t.co/a7s2od1DWL",81
81,0.1695,Thu Jun 14 17:12:50 +0000 2018,0.878,0.0,0.122,@FoxNews,President @realDonaldTrump says he will not settle a lawsuit announced by NY AG. https://t.co/0HHCuDpRNh,82
82,0.3818,Thu Jun 14 17:03:21 +0000 2018,0.795,0.0,0.205,@FoxNews,News Alert: Rosenstein at the @WhiteHouse as we await the release of DOJ IG report. https://t.co/7dUfnaHnJe,83
83,-0.296,Thu Jun 14 16:59:05 +0000 2018,0.855,0.145,0.0,@FoxNews,"FBI agent Strzok texted 'we'll stop' Trump from becoming president, IG report reveals
https://t.co/HG6WYqUm8a",84
84,0.5719,Thu Jun 14 16:55:19 +0000 2018,0.73,0.0,0.27,@FoxNews,"Moments ago, President @realDonaldTrump wished the @USArmy a happy birthday. https://t.co/T2KuIGpGLu https://t.co/x5ZFdx9xuX",85
85,0.0,Thu Jun 14 16:48:26 +0000 2018,1.0,0.0,0.0,@FoxNews,"Trump blasts Russia allegations as 'pile of garbage' - via @brookefoxnews 
https://t.co/rU7fFa37KL",86
86,-0.6705,Thu Jun 14 16:45:48 +0000 2018,0.744,0.256,0.0,@FoxNews,New York AG files lawsuit against Trump Foundation for alleged 'illegal conduct;' Trump says he 'won't settle' https://t.co/4K1XYW21HJ,87
87,-0.5719,Thu Jun 14 16:42:37 +0000 2018,0.748,0.252,0.0,@FoxNews,"Las Vegas footage shows chaos among officers, public as shooting unfolds
https://t.co/w8hBjQm4gP",88
88,-0.4298,Thu Jun 14 16:36:27 +0000 2018,0.841,0.159,0.0,@FoxNews,".@JulieBanderas: ""It seems under this president it seems @TheDemocrats aren't so interested in immigration reform,… https://t.co/1A16V9r3wN",89
89,0.3818,Thu Jun 14 16:24:26 +0000 2018,0.86,0.0,0.14,@FoxNews,".@LizMacDonaldFOX: ""If a Republican president was doing this, we wouldn't be talking about the integrity of institu… https://t.co/foQj6DB1Iq",90
90,0.0516,Thu Jun 14 16:15:34 +0000 2018,0.565,0.21,0.226,@FoxNews,".@LisaMarieBoothe: ""We know @POTUS likes to fight back."" https://t.co/jQNukYhMdu",91
91,0.0,Thu Jun 14 16:12:50 +0000 2018,1.0,0.0,0.0,@FoxNews,"'Foreign actors' accessed @HillaryClinton emails, documents show https://t.co/rSYMX6QiDV",92
92,-0.6705,Thu Jun 14 16:05:05 +0000 2018,0.756,0.244,0.0,@FoxNews,New York AG files lawsuit against Trump Foundation for alleged 'illegal conduct;' Trump says he 'won't settle' - vi… https://t.co/5gwHEch1Ba,93
93,0.8718,Thu Jun 14 16:00:00 +0000 2018,0.618,0.0,0.382,@FoxNews,Happy 243rd Birthday to the @USArmy! Thank you to all our brave soldiers for your service and sacrifice.… https://t.co/MiQ3C4w9z1,94
